tweet,location
"Talking about weather in Connaught Place, Hyderabad. Quite interesting!",Hyderabad 
"Talking about movies in Banjara Hills, Pune. Quite interesting!","Pune, India"
"Talking about event in Andheri, Hyderabad. Quite interesting!",
"Talking about weather in Indiranagar, Mumbai. Quite interesting!","Mumbai, India"
"Talking about weather in T Nagar, Bangalore. Quite interesting!",Bangalore 
"Talking about sports in T Nagar, Hyderabad. Quite interesting!",hyderabad
"Talking about food in Connaught Place, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about sports in Andheri, Chennai. Quite interesting!",chennai
"Talking about movies in T Nagar, Mumbai. Quite interesting!","T Nagar, Mumbai"
"Talking about technology in T Nagar, Pune. Quite interesting!",
"Talking about weather in Navrangpura, Delhi. Quite interesting!",DELHI
"Talking about traffic in Banjara Hills, Chennai. Quite interesting!",Chennai 
"Talking about weather in Navrangpura, Pune. Quite interesting!",
"Talking about food in Navrangpura, Ahmedabad. Quite interesting!",ahmedabad
"Talking about traffic in Koregaon Park, Delhi. Quite interesting!",DELHI
"Talking about sports in Navrangpura, Pune. Quite interesting!","Pune, India"
"Talking about movies in Koregaon Park, Hyderabad. Quite interesting!",HYDERABAD
"Talking about traffic in Andheri, Ahmedabad. Quite interesting!","Andheri, Ahmedabad"
"Talking about technology in Navrangpura, Mumbai. Quite interesting!",MUMBAI
"Talking about event in Salt Lake, Ahmedabad. Quite interesting!","Salt Lake, Ahmedabad"
"Talking about movies in Banjara Hills, Chennai. Quite interesting!","Banjara Hills, Chennai"
"Talking about weather in T Nagar, Bangalore. Quite interesting!","Bangalore, India"
"Talking about traffic in Navrangpura, Mumbai. Quite interesting!",mumbai
"Talking about traffic in Banjara Hills, Ahmedabad. Quite interesting!",ahmedabad
"Talking about technology in Banjara Hills, Hyderabad. Quite interesting!",
"Talking about movies in Salt Lake, Chennai. Quite interesting!",
"Talking about weather in T Nagar, Chennai. Quite interesting!","T Nagar, Chennai"
"Talking about food in Indiranagar, Bangalore. Quite interesting!",BANGALORE
"Talking about food in Connaught Place, Hyderabad. Quite interesting!",hyderabad
"Talking about technology in Andheri, Pune. Quite interesting!","Andheri, Pune"
"Talking about event in Banjara Hills, Pune. Quite interesting!",PUNE
"Talking about food in T Nagar, Delhi. Quite interesting!",delhi
"Talking about sports in Indiranagar, Pune. Quite interesting!","Pune, India"
"Talking about sports in Andheri, Delhi. Quite interesting!",delhi
"Talking about food in Banjara Hills, Delhi. Quite interesting!",delhi
"Talking about weather in Salt Lake, Chennai. Quite interesting!","Salt Lake, Chennai"
"Talking about weather in Andheri, Bangalore. Quite interesting!","Andheri, Bangalore"
"Talking about food in Indiranagar, Kolkata. Quite interesting!",KOLKATA
"Talking about movies in T Nagar, Chennai. Quite interesting!",
"Talking about technology in Navrangpura, Delhi. Quite interesting!",delhi
"Talking about technology in T Nagar, Pune. Quite interesting!",
"Talking about technology in T Nagar, Pune. Quite interesting!",PUNE
"Talking about technology in T Nagar, Delhi. Quite interesting!","Delhi, India"
"Talking about weather in Banjara Hills, Bangalore. Quite interesting!","Bangalore, India"
"Talking about food in Connaught Place, Bangalore. Quite interesting!",BANGALORE
"Talking about movies in Andheri, Chennai. Quite interesting!","Chennai, India"
"Talking about technology in Connaught Place, Bangalore. Quite interesting!",
"Talking about sports in Connaught Place, Delhi. Quite interesting!","Delhi, India"
"Talking about sports in T Nagar, Bangalore. Quite interesting!",bangalore
"Talking about technology in T Nagar, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about food in Salt Lake, Chennai. Quite interesting!",
"Talking about movies in Koregaon Park, Hyderabad. Quite interesting!",hyderabad
"Talking about weather in Andheri, Pune. Quite interesting!",Pune 
"Talking about food in Connaught Place, Bangalore. Quite interesting!",
"Talking about event in Indiranagar, Hyderabad. Quite interesting!",HYDERABAD
"Talking about event in Navrangpura, Pune. Quite interesting!",
"Talking about movies in Andheri, Chennai. Quite interesting!","Chennai, India"
"Talking about event in Navrangpura, Chennai. Quite interesting!",Chennai 
"Talking about food in T Nagar, Delhi. Quite interesting!",DELHI
"Talking about technology in Navrangpura, Delhi. Quite interesting!",
"Talking about weather in Navrangpura, Kolkata. Quite interesting!",
"Talking about sports in Navrangpura, Mumbai. Quite interesting!","Navrangpura, Mumbai"
"Talking about technology in Indiranagar, Chennai. Quite interesting!",CHENNAI
"Talking about technology in Connaught Place, Hyderabad. Quite interesting!","Connaught Place, Hyderabad"
"Talking about traffic in T Nagar, Mumbai. Quite interesting!",MUMBAI
"Talking about event in Salt Lake, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about sports in Salt Lake, Hyderabad. Quite interesting!",
"Talking about event in Andheri, Ahmedabad. Quite interesting!",
"Talking about sports in Connaught Place, Pune. Quite interesting!",PUNE
"Talking about weather in T Nagar, Ahmedabad. Quite interesting!","T Nagar, Ahmedabad"
"Talking about event in Andheri, Kolkata. Quite interesting!","Kolkata, India"
"Talking about technology in Connaught Place, Chennai. Quite interesting!",Chennai 
"Talking about traffic in Indiranagar, Delhi. Quite interesting!",
"Talking about food in T Nagar, Kolkata. Quite interesting!",kolkata
"Talking about food in Salt Lake, Kolkata. Quite interesting!",kolkata
"Talking about event in Indiranagar, Delhi. Quite interesting!","Indiranagar, Delhi"
"Talking about traffic in Banjara Hills, Ahmedabad. Quite interesting!","Banjara Hills, Ahmedabad"
"Talking about food in Koregaon Park, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about weather in Banjara Hills, Hyderabad. Quite interesting!","Banjara Hills, Hyderabad"
"Talking about traffic in Navrangpura, Chennai. Quite interesting!","Chennai, India"
"Talking about technology in Indiranagar, Chennai. Quite interesting!",Chennai 
"Talking about technology in Salt Lake, Mumbai. Quite interesting!",MUMBAI
"Talking about technology in Navrangpura, Bangalore. Quite interesting!","Navrangpura, Bangalore"
"Talking about food in Banjara Hills, Mumbai. Quite interesting!",mumbai
"Talking about technology in Indiranagar, Mumbai. Quite interesting!","Mumbai, India"
"Talking about technology in Koregaon Park, Hyderabad. Quite interesting!",Hyderabad 
"Talking about sports in T Nagar, Hyderabad. Quite interesting!","T Nagar, Hyderabad"
"Talking about weather in Indiranagar, Ahmedabad. Quite interesting!",
"Talking about traffic in Indiranagar, Pune. Quite interesting!",Pune 
"Talking about food in Navrangpura, Bangalore. Quite interesting!","Navrangpura, Bangalore"
"Talking about food in Banjara Hills, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about food in Andheri, Ahmedabad. Quite interesting!",
"Talking about traffic in Andheri, Kolkata. Quite interesting!",KOLKATA
"Talking about sports in Salt Lake, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about traffic in Indiranagar, Mumbai. Quite interesting!",Mumbai 
"Talking about technology in Indiranagar, Chennai. Quite interesting!",Chennai 
"Talking about sports in Koregaon Park, Chennai. Quite interesting!",
"Talking about traffic in Banjara Hills, Pune. Quite interesting!","Banjara Hills, Pune"
"Talking about weather in Banjara Hills, Delhi. Quite interesting!","Banjara Hills, Delhi"
"Talking about event in Banjara Hills, Kolkata. Quite interesting!",
"Talking about movies in Banjara Hills, Delhi. Quite interesting!",delhi
"Talking about traffic in Indiranagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about movies in Banjara Hills, Kolkata. Quite interesting!",
"Talking about event in T Nagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about food in Navrangpura, Delhi. Quite interesting!",DELHI
"Talking about technology in Andheri, Hyderabad. Quite interesting!","Andheri, Hyderabad"
"Talking about traffic in T Nagar, Mumbai. Quite interesting!","T Nagar, Mumbai"
"Talking about movies in Connaught Place, Mumbai. Quite interesting!",MUMBAI
"Talking about event in Navrangpura, Hyderabad. Quite interesting!",
"Talking about weather in T Nagar, Chennai. Quite interesting!","Chennai, India"
"Talking about event in Connaught Place, Delhi. Quite interesting!",
"Talking about weather in Koregaon Park, Bangalore. Quite interesting!",BANGALORE
"Talking about weather in Banjara Hills, Hyderabad. Quite interesting!",hyderabad
"Talking about sports in Indiranagar, Pune. Quite interesting!",PUNE
"Talking about sports in Connaught Place, Bangalore. Quite interesting!","Connaught Place, Bangalore"
"Talking about traffic in Connaught Place, Bangalore. Quite interesting!",BANGALORE
"Talking about weather in Banjara Hills, Delhi. Quite interesting!","Banjara Hills, Delhi"
"Talking about food in Connaught Place, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about food in Salt Lake, Kolkata. Quite interesting!",KOLKATA
"Talking about sports in Andheri, Hyderabad. Quite interesting!","Andheri, Hyderabad"
"Talking about movies in Salt Lake, Mumbai. Quite interesting!",
"Talking about movies in Andheri, Chennai. Quite interesting!","Andheri, Chennai"
"Talking about traffic in Indiranagar, Kolkata. Quite interesting!",Kolkata 
"Talking about event in Indiranagar, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about event in Indiranagar, Ahmedabad. Quite interesting!",
"Talking about technology in Banjara Hills, Chennai. Quite interesting!",
"Talking about movies in Andheri, Kolkata. Quite interesting!",Kolkata 
"Talking about sports in Banjara Hills, Hyderabad. Quite interesting!",HYDERABAD
"Talking about movies in Banjara Hills, Bangalore. Quite interesting!",BANGALORE
"Talking about event in Banjara Hills, Kolkata. Quite interesting!",Kolkata 
"Talking about technology in Koregaon Park, Kolkata. Quite interesting!",Kolkata 
"Talking about sports in Navrangpura, Hyderabad. Quite interesting!",HYDERABAD
"Talking about movies in Koregaon Park, Ahmedabad. Quite interesting!",
"Talking about technology in Salt Lake, Delhi. Quite interesting!",
"Talking about traffic in Andheri, Ahmedabad. Quite interesting!",ahmedabad
"Talking about traffic in Navrangpura, Mumbai. Quite interesting!","Navrangpura, Mumbai"
"Talking about food in Andheri, Delhi. Quite interesting!",Delhi 
"Talking about event in T Nagar, Bangalore. Quite interesting!","Bangalore, India"
"Talking about sports in Connaught Place, Pune. Quite interesting!",Pune 
"Talking about weather in Navrangpura, Chennai. Quite interesting!","Chennai, India"
"Talking about traffic in Navrangpura, Hyderabad. Quite interesting!",
"Talking about traffic in Koregaon Park, Kolkata. Quite interesting!",Kolkata 
"Talking about food in Banjara Hills, Kolkata. Quite interesting!","Banjara Hills, Kolkata"
"Talking about food in Indiranagar, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about food in Salt Lake, Mumbai. Quite interesting!",mumbai
"Talking about traffic in Indiranagar, Delhi. Quite interesting!",Delhi 
"Talking about movies in Koregaon Park, Bangalore. Quite interesting!",bangalore
"Talking about sports in Koregaon Park, Pune. Quite interesting!",pune
"Talking about technology in Banjara Hills, Chennai. Quite interesting!","Banjara Hills, Chennai"
"Talking about movies in Koregaon Park, Chennai. Quite interesting!","Koregaon Park, Chennai"
"Talking about traffic in Banjara Hills, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about technology in Indiranagar, Mumbai. Quite interesting!","Mumbai, India"
"Talking about movies in Banjara Hills, Kolkata. Quite interesting!",kolkata
"Talking about weather in Navrangpura, Chennai. Quite interesting!",chennai
"Talking about event in Andheri, Chennai. Quite interesting!",
"Talking about sports in Koregaon Park, Chennai. Quite interesting!",
"Talking about sports in Connaught Place, Chennai. Quite interesting!",Chennai 
"Talking about technology in Indiranagar, Bangalore. Quite interesting!",Bangalore 
"Talking about weather in Koregaon Park, Mumbai. Quite interesting!","Koregaon Park, Mumbai"
"Talking about traffic in Banjara Hills, Bangalore. Quite interesting!",BANGALORE
"Talking about weather in Indiranagar, Kolkata. Quite interesting!",Kolkata 
"Talking about movies in Koregaon Park, Chennai. Quite interesting!",Chennai 
"Talking about event in Koregaon Park, Bangalore. Quite interesting!","Koregaon Park, Bangalore"
"Talking about sports in Andheri, Mumbai. Quite interesting!",Mumbai 
"Talking about traffic in Salt Lake, Mumbai. Quite interesting!",mumbai
"Talking about technology in T Nagar, Chennai. Quite interesting!",chennai
"Talking about technology in Andheri, Pune. Quite interesting!",Pune 
"Talking about movies in Koregaon Park, Kolkata. Quite interesting!",kolkata
"Talking about weather in Andheri, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about event in Salt Lake, Mumbai. Quite interesting!",
"Talking about technology in Indiranagar, Hyderabad. Quite interesting!",Hyderabad 
"Talking about event in Banjara Hills, Pune. Quite interesting!",Pune 
"Talking about weather in Banjara Hills, Kolkata. Quite interesting!",kolkata
"Talking about sports in Koregaon Park, Pune. Quite interesting!",Pune 
"Talking about food in Andheri, Hyderabad. Quite interesting!",hyderabad
"Talking about weather in Andheri, Pune. Quite interesting!",PUNE
"Talking about event in T Nagar, Pune. Quite interesting!","T Nagar, Pune"
"Talking about weather in Connaught Place, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about weather in Navrangpura, Ahmedabad. Quite interesting!",
"Talking about event in T Nagar, Chennai. Quite interesting!",
"Talking about weather in Koregaon Park, Pune. Quite interesting!","Koregaon Park, Pune"
"Talking about technology in Navrangpura, Pune. Quite interesting!",Pune 
